Timestamp, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ, QuatW, QuatX, QuatY, QuatZ,TimeAligned
1148,9.35,-1.1,0.62,0.34,-0.07,-0.12,-35.56,9.06,13.88,0.71,-0.15,-0.68,-0.05,65
1149,9.38,-0.92,0.31,0.41,-0.09,-0.13,-35.56,9.06,13.88,0.71,-0.15,-0.68,-0.05,66
1150,9.37,-0.91,-0.06,0.45,-0.12,-0.13,-35.56,9.5,14.69,0.71,-0.14,-0.69,-0.05,67
1151,9.41,-0.8,-0.15,0.46,-0.12,-0.14,-35.56,9.5,14.69,0.71,-0.14,-0.69,-0.05,68
1152,9.55,-0.77,-0.08,0.46,-0.1,-0.17,-35.56,9.5,14.69,0.71,-0.14,-0.69,-0.05,69
1153,9.82,-0.73,-0.08,0.51,-0.07,-0.18,-35.56,9.5,14.69,0.71,-0.14,-0.69,-0.05,70
1154,9.81,-0.9,-0.24,0.55,-0.06,-0.19,-35.56,9.5,14.69,0.71,-0.14,-0.69,-0.04,71
1155,9.62,-1.17,-0.36,0.57,-0.08,-0.19,-35.56,9.5,14.69,0.71,-0.13,-0.69,-0.04,72
1156,9.28,-1.46,-0.33,0.56,-0.1,-0.19,-35.19,9.5,13.06,0.71,-0.13,-0.69,-0.04,73
1157,9.14,-1.72,-0.28,0.54,-0.09,-0.2,-35.19,9.5,13.06,0.71,-0.13,-0.69,-0.04,74
1158,9.31,-1.66,-0.18,0.5,-0.08,-0.2,-35.19,9.5,13.06,0.71,-0.13,-0.69,-0.04,75
1159,9.31,-1.66,-0.18,0.47,-0.07,-0.21,-35.19,9.5,13.06,0.71,-0.12,-0.69,-0.04,76
1160,9.39,-1.45,0.09,0.44,-0.07,-0.2,-35.19,9.5,13.06,0.71,-0.12,-0.69,-0.04,77
1161,9.39,-1.45,0.09,0.44,-0.07,-0.2,-35.88,9.88,13.88,0.71,-0.12,-0.69,-0.04,78
1162,9.26,-1.59,0.71,0.42,-0.07,-0.17,-35.88,9.88,13.88,0.71,-0.12,-0.69,-0.04,79
1163,9.3,-1.71,0.87,0.44,-0.04,-0.15,-35.88,9.88,13.88,0.71,-0.11,-0.69,-0.03,80
1164,9.21,-1.77,0.9,0.46,-0.02,-0.13,-35.88,9.88,13.88,0.71,-0.11,-0.69,-0.03,81
1165,9.04,-1.76,0.84,0.45,-0.01,-0.1,-35.88,9.88,13.88,0.71,-0.11,-0.69,-0.03,82
1166,9.11,-1.83,0.69,0.4,0.01,-0.1,-35.88,9.06,13.06,0.71,-0.11,-0.69,-0.03,83
1167,9.13,-1.94,0.56,0.33,0.02,-0.09,-35.88,9.06,13.06,0.71,-0.11,-0.69,-0.03,84
1168,9.15,-1.77,0.13,0.23,0.03,-0.07,-35.88,9.06,13.06,0.71,-0.11,-0.69,-0.03,85
1169,9.17,-1.55,0.03,0.1,0.05,-0.07,-35.88,9.06,13.06,0.71,-0.11,-0.69,-0.03,86
1170,9.26,-1.33,-0.1,-0.02,0.06,-0.07,-35.88,9.06,13.06,0.71,-0.11,-0.69,-0.03,87
1171,9.41,-1.06,-0.21,-0.13,0.06,-0.09,-35.56,10.25,13.5,0.71,-0.11,-0.69,-0.03,88
1172,9.49,-0.47,-0.12,-0.24,0.07,-0.11,-35.56,10.25,13.5,0.71,-0.11,-0.69,-0.03,89
1173,9.44,-0.24,-0.05,-0.32,0.07,-0.15,-35.56,10.25,13.5,0.71,-0.11,-0.69,-0.04,90
1174,9.46,-0.07,0.08,-0.32,0.07,-0.15,-35.56,10.25,13.5,0.71,-0.11,-0.69,-0.04,91
1175,9.52,0.13,0.23,-0.31,0.07,-0.17,-35.56,10.25,13.5,0.71,-0.11,-0.69,-0.04,92
1176,9.69,0.13,0.51,-0.29,0.07,-0.18,-36.69,9.06,12.69,0.71,-0.11,-0.69,-0.04,93
1177,9.61,0.02,0.47,-0.23,0.06,-0.17,-36.69,9.06,12.69,0.71,-0.11,-0.69,-0.04,94
1178,9.46,-0.12,0.43,-0.15,0.04,-0.13,-36.69,9.06,12.69,0.71,-0.11,-0.69,-0.04,95
1179,9.29,-0.17,0.54,-0.07,0.02,-0.1,-36.69,9.06,12.69,0.71,-0.11,-0.69,-0.04,96
1180,9.19,-0.26,0.65,0.0,0.04,-0.09,-36.69,9.06,12.69,0.71,-0.11,-0.69,-0.04,97
1181,9.28,-0.2,0.63,0.09,0.05,-0.08,-37.06,8.06,13.06,0.72,-0.11,-0.69,-0.04,98
1182,9.32,-0.2,0.61,0.15,0.03,-0.06,-37.06,8.06,13.06,0.72,-0.11,-0.69,-0.04,99
1183,9.33,-0.26,0.49,0.19,0.01,-0.06,-37.06,8.06,13.06,0.72,-0.1,-0.69,-0.04,100
1184,9.33,-0.42,0.43,0.25,0.0,-0.04,-37.06,8.06,13.06,0.72,-0.1,-0.69,-0.04,101
1185,9.35,-0.46,0.41,0.29,-0.01,-0.04,-37.06,8.06,13.06,0.72,-0.1,-0.69,-0.04,102
1186,9.61,-0.66,0.38,0.31,-0.01,-0.02,-36.69,8.88,13.88,0.72,-0.1,-0.69,-0.04,103
1187,9.61,-0.66,0.38,0.31,-0.01,-0.02,-36.69,8.88,13.88,0.72,-0.1,-0.69,-0.04,104
1188,9.7,-0.68,0.49,0.26,0.02,-0.02,-36.69,8.88,13.88,0.72,-0.1,-0.69,-0.04,105
1189,9.64,-0.69,0.52,0.21,0.03,-0.02,-36.69,8.88,13.88,0.72,-0.1,-0.69,-0.04,106
1190,9.42,-0.74,0.62,0.16,0.04,-0.03,-36.69,9.25,12.69,0.72,-0.1,-0.69,-0.04,107
1191,9.3,-0.73,0.69,0.11,0.06,-0.02,-36.69,9.25,12.69,0.72,-0.1,-0.69,-0.04,108
1192,9.19,-0.69,0.74,0.07,0.07,-0.02,-36.69,9.25,12.69,0.72,-0.1,-0.69,-0.04,109
1193,9.19,-0.7,0.78,0.04,0.08,-0.02,-36.69,9.25,12.69,0.72,-0.1,-0.69,-0.04,110
1194,9.19,-0.7,0.78,0.01,0.08,-0.02,-36.69,9.25,12.69,0.72,-0.1,-0.69,-0.04,111
1195,9.28,-0.71,0.74,-0.02,0.07,-0.01,-35.88,9.25,12.25,0.72,-0.1,-0.69,-0.04,112
1196,9.28,-0.71,0.74,-0.05,0.07,-0.0,-35.88,9.25,12.25,0.72,-0.1,-0.69,-0.04,113
1197,9.45,-0.82,0.72,-0.07,0.08,0.0,-35.88,9.25,12.25,0.72,-0.1,-0.69,-0.04,114
1198,9.54,-0.81,0.66,-0.09,0.08,0.01,-35.88,9.25,12.25,0.72,-0.1,-0.69,-0.04,115
1199,9.5,-0.81,0.58,-0.11,0.09,0.02,-35.88,9.25,12.25,0.72,-0.1,-0.69,-0.04,116
1200,9.38,-0.6,0.67,-0.14,0.1,0.03,-36.69,9.25,11.5,0.72,-0.1,-0.69,-0.04,117
1201,9.38,-0.6,0.67,-0.14,0.1,0.03,-36.69,9.25,11.5,0.72,-0.1,-0.69,-0.04,118
1202,9.47,-0.29,0.56,-0.11,0.12,0.03,-36.69,9.25,11.5,0.72,-0.1,-0.68,-0.04,119
1203,9.43,-0.24,0.57,-0.1,0.11,0.03,-36.69,9.25,11.5,0.72,-0.1,-0.68,-0.04,120
1204,9.4,-0.4,0.46,-0.06,0.1,0.04,-36.69,8.69,12.0,0.72,-0.1,-0.68,-0.04,121
1205,9.43,-0.43,0.43,-0.03,0.09,0.04,-36.69,8.69,12.0,0.72,-0.1,-0.68,-0.04,122
1206,9.49,-0.5,0.38,-0.01,0.07,0.04,-36.69,8.69,12.0,0.72,-0.1,-0.68,-0.04,123
1207,9.5,-0.6,0.45,-0.02,0.06,0.03,-36.69,8.69,12.0,0.72,-0.1,-0.68,-0.04,124
1208,9.44,-0.88,0.5,-0.03,0.07,0.03,-36.69,8.69,12.0,0.72,-0.1,-0.68,-0.04,125
1209,9.42,-0.92,0.56,-0.05,0.06,0.05,-36.69,8.75,12.37,0.72,-0.1,-0.68,-0.04,126
1210,9.41,-0.94,0.63,-0.05,0.06,0.05,-36.69,8.75,12.37,0.72,-0.1,-0.68,-0.04,127
1211,9.39,-1.0,0.69,-0.06,0.08,0.06,-36.69,8.75,12.37,0.72,-0.1,-0.68,-0.04,128
1212,9.43,-0.96,0.7,-0.06,0.09,0.07,-36.69,8.75,12.37,0.72,-0.1,-0.68,-0.04,129
1213,9.43,-0.96,0.7,-0.06,0.09,0.08,-36.69,8.75,12.37,0.72,-0.1,-0.68,-0.04,130
1214,9.42,-0.85,0.72,-0.07,0.1,0.07,-37.38,8.75,13.19,0.72,-0.1,-0.68,-0.04,131
1215,9.42,-0.85,0.72,-0.05,0.12,0.08,-37.38,8.75,13.19,0.72,-0.1,-0.68,-0.04,132
1216,9.34,-0.63,0.58,-0.04,0.11,0.08,-37.38,8.75,13.19,0.72,-0.1,-0.68,-0.04,133
1217,9.36,-0.54,0.54,-0.03,0.09,0.08,-37.38,8.75,13.19,0.73,-0.1,-0.68,-0.04,134
1218,9.43,-0.54,0.44,-0.02,0.07,0.07,-37.38,8.75,13.19,0.73,-0.1,-0.68,-0.04,135
1219,9.42,-0.71,0.41,-0.01,0.06,0.05,-35.88,9.0,11.19,0.73,-0.1,-0.68,-0.04,136
1220,9.45,-0.84,0.29,-0.01,0.04,0.05,-35.88,9.0,11.19,0.73,-0.1,-0.68,-0.04,137
1221,9.46,-0.95,0.33,-0.0,0.04,0.06,-35.88,9.0,11.19,0.73,-0.1,-0.68,-0.04,138
1222,9.46,-1.06,0.36,-0.01,0.04,0.07,-35.88,9.0,11.19,0.73,-0.11,-0.68,-0.04,139
1223,9.34,-1.15,0.52,-0.01,0.04,0.06,-35.88,9.0,11.19,0.73,-0.11,-0.68,-0.04,140
1224,9.34,-1.15,0.52,-0.01,0.04,0.06,-36.25,9.5,11.88,0.73,-0.11,-0.68,-0.04,141
1225,9.45,-1.06,0.38,-0.01,0.07,0.07,-36.25,9.5,11.88,0.73,-0.11,-0.68,-0.04,142
1226,9.48,-1.04,0.48,-0.02,0.05,0.07,-36.25,9.5,11.88,0.73,-0.11,-0.68,-0.04,143
1227,9.39,-1.01,0.52,-0.01,0.05,0.06,-36.25,9.5,11.88,0.73,-0.11,-0.68,-0.04,144
1228,9.3,-0.96,0.54,0.01,0.04,0.06,-36.25,9.5,11.88,0.73,-0.11,-0.68,-0.04,145
1229,9.28,-0.9,0.54,0.01,0.03,0.05,-37.06,10.56,11.5,0.73,-0.11,-0.68,-0.04,146
1230,9.34,-0.83,0.59,-0.01,0.03,0.05,-37.06,10.56,11.5,0.73,-0.11,-0.68,-0.04,147
1231,9.45,-0.81,0.73,-0.01,0.02,0.04,-37.06,10.56,11.5,0.73,-0.11,-0.68,-0.04,148
1232,9.43,-0.85,0.81,0.01,0.02,0.03,-37.06,10.56,11.5,0.73,-0.11,-0.68,-0.04,149
1233,9.4,-0.9,0.73,0.01,0.02,0.04,-37.06,10.56,11.5,0.73,-0.11,-0.68,-0.04,150
1234,9.34,-1.03,0.76,0.02,0.01,0.04,-36.69,9.75,11.5,0.73,-0.11,-0.68,-0.04,151
1235,9.34,-1.03,0.76,0.02,0.01,0.04,-36.69,9.75,11.5,0.73,-0.11,-0.68,-0.04,152
1236,9.46,-1.1,0.71,0.02,0.02,0.04,-36.69,9.75,11.5,0.73,-0.11,-0.68,-0.04,153
1237,9.46,-1.1,0.67,-0.0,0.03,0.04,-36.69,9.75,11.5,0.73,-0.11,-0.68,-0.04,154
1238,9.34,-1.14,0.67,-0.01,0.04,0.04,-36.69,9.75,11.5,0.73,-0.11,-0.68,-0.04,155
1239,9.27,-1.1,0.68,-0.02,0.04,0.05,-37.38,9.38,11.88,0.73,-0.11,-0.68,-0.04,156
1240,9.3,-1.05,0.67,-0.02,0.03,0.05,-37.38,9.38,11.88,0.73,-0.11,-0.68,-0.04,157
1241,9.37,-1.01,0.62,-0.03,0.03,0.04,-37.38,9.38,11.88,0.73,-0.11,-0.68,-0.04,158
1242,9.43,-0.97,0.71,-0.01,0.02,0.03,-37.38,9.38,11.88,0.73,-0.11,-0.68,-0.04,159
1243,9.4,-0.98,0.74,-0.01,0.02,0.03,-37.38,9.38,11.88,0.73,-0.11,-0.68,-0.04,160
1244,9.37,-1.03,0.73,0.03,0.03,0.03,-37.06,9.38,12.0,0.73,-0.11,-0.68,-0.03,161
1245,9.37,-1.03,0.73,0.03,0.03,0.03,-37.06,9.38,12.0,0.73,-0.11,-0.67,-0.03,162
1246,9.35,-1.05,0.76,0.03,0.03,0.03,-37.06,9.38,12.0,0.73,-0.11,-0.67,-0.03,163
1247,9.35,-1.06,0.76,0.02,0.02,0.03,-37.06,9.38,12.0,0.73,-0.11,-0.67,-0.03,164
1248,9.41,-1.02,0.69,0.01,0.01,0.04,-37.38,9.75,12.0,0.73,-0.11,-0.67,-0.03,165
1249,9.45,-0.97,0.68,0.01,0.01,0.03,-37.38,9.75,12.0,0.73,-0.11,-0.67,-0.03,166
1250,9.4,-0.96,0.69,0.0,0.0,0.03,-37.38,9.75,12.0,0.73,-0.11,-0.67,-0.03,167
1251,9.4,-0.96,0.69,-0.0,-0.0,0.02,-37.38,9.75,12.0,0.73,-0.11,-0.67,-0.03,168
1252,9.36,-1.01,0.75,0.0,-0.0,0.02,-37.38,9.75,12.0,0.73,-0.11,-0.67,-0.03,169
1253,9.38,-1.04,0.79,0.01,0.0,0.02,-36.69,9.38,12.37,0.73,-0.11,-0.67,-0.03,170
1254,9.37,-1.04,0.85,0.01,0.0,0.02,-36.69,9.38,12.37,0.73,-0.11,-0.67,-0.03,171
1255,9.35,-1.07,0.82,0.01,-0.01,0.02,-36.69,9.38,12.37,0.73,-0.11,-0.67,-0.03,172
1256,9.34,-1.14,0.79,0.0,-0.01,0.03,-36.69,9.38,12.37,0.73,-0.11,-0.67,-0.03,173
1257,9.33,-1.14,0.77,0.0,-0.01,0.03,-36.69,9.38,12.37,0.73,-0.11,-0.67,-0.03,174
1258,9.38,-1.13,0.76,-0.01,-0.01,0.03,-35.88,9.38,10.75,0.73,-0.11,-0.67,-0.03,175
1259,9.36,-1.08,0.75,-0.02,-0.01,0.03,-35.88,9.38,10.75,0.73,-0.11,-0.67,-0.03,176
1260,9.35,-1.02,0.72,-0.01,-0.0,0.01,-35.88,9.38,10.75,0.73,-0.11,-0.67,-0.03,177
1261,9.36,-1.05,0.67,-0.01,-0.0,0.01,-35.88,9.38,10.75,0.73,-0.11,-0.67,-0.03,178
1262,9.33,-1.06,0.72,0.01,-0.0,0.01,-35.88,9.38,10.75,0.73,-0.11,-0.67,-0.03,179
1263,9.31,-1.08,0.73,0.01,-0.01,0.01,-36.69,9.75,12.0,0.73,-0.11,-0.67,-0.03,180
1264,9.42,-1.07,0.65,-0.01,-0.01,0.01,-36.69,9.75,12.0,0.73,-0.11,-0.67,-0.03,181
1265,9.42,-1.07,0.65,-0.02,0.0,0.01,-36.69,9.75,12.0,0.73,-0.11,-0.67,-0.03,182
1266,9.38,-1.09,0.72,-0.03,0.01,0.01,-36.69,9.75,12.0,0.73,-0.11,-0.67,-0.03,183
1267,9.33,-1.0,0.64,-0.02,0.0,0.02,-36.69,9.75,12.0,0.73,-0.11,-0.67,-0.03,184
1268,9.33,-0.97,0.69,-0.01,-0.01,0.02,-36.69,9.38,10.75,0.73,-0.11,-0.67,-0.03,185
1269,9.34,-0.95,0.7,-0.0,-0.02,0.01,-36.69,9.38,10.75,0.73,-0.11,-0.67,-0.03,186
1270,9.38,-0.95,0.68,0.01,-0.02,0.01,-36.69,9.38,10.75,0.73,-0.11,-0.67,-0.03,187
1271,9.45,-0.97,0.71,0.03,-0.01,0.01,-36.69,9.38,10.75,0.73,-0.11,-0.67,-0.03,188
1272,9.41,-1.04,0.8,0.04,-0.01,0.01,-36.69,9.38,10.75,0.73,-0.11,-0.67,-0.03,189
1273,9.35,-1.14,0.8,0.05,-0.0,0.01,-35.88,9.75,11.19,0.73,-0.11,-0.67,-0.03,190
1274,9.31,-1.14,0.79,0.06,-0.01,0.02,-35.88,9.75,11.19,0.73,-0.11,-0.67,-0.03,191
1275,9.32,-1.14,0.74,0.06,-0.01,0.02,-35.88,9.75,11.19,0.73,-0.11,-0.67,-0.03,192
1276,9.34,-1.16,0.77,0.05,-0.0,0.01,-35.88,9.75,11.19,0.73,-0.11,-0.67,-0.03,193
1277,9.39,-1.12,0.72,0.01,0.01,0.01,-36.69,10.25,12.25,0.73,-0.11,-0.67,-0.03,194
1278,9.4,-1.1,0.67,0.01,0.01,0.01,-36.69,10.25,12.25,0.73,-0.11,-0.67,-0.03,195
1279,9.35,-1.12,0.62,0.0,0.01,0.01,-36.69,10.25,12.25,0.73,-0.11,-0.67,-0.03,196
1280,9.32,-1.12,0.59,-0.01,-0.0,0.0,-36.69,10.25,12.25,0.73,-0.11,-0.67,-0.03,197
1281,9.32,-1.1,0.62,-0.01,-0.0,0.0,-36.69,10.25,12.25,0.73,-0.11,-0.67,-0.03,198
1282,9.34,-1.1,0.65,-0.02,0.01,0.0,-37.06,10.25,11.06,0.73,-0.11,-0.67,-0.03,199
1283,9.37,-1.06,0.66,-0.02,0.01,0.0,-37.06,10.25,11.06,0.73,-0.11,-0.67,-0.03,200
1284,9.39,-1.05,0.67,-0.01,0.0,0.0,-37.06,10.25,11.06,0.73,-0.11,-0.67,-0.03,201
1285,9.4,-1.08,0.69,-0.0,0.02,0.0,-37.06,10.25,11.06,0.73,-0.11,-0.67,-0.03,202
1286,9.33,-1.05,0.7,-0.0,0.02,0.0,-37.06,10.25,11.06,0.73,-0.11,-0.67,-0.03,203
1287,9.32,-1.05,0.68,0.0,0.02,0.01,-37.38,9.5,11.5,0.73,-0.11,-0.67,-0.03,204
1288,9.32,-1.05,0.68,0.0,0.02,0.01,-37.38,9.5,11.5,0.73,-0.11,-0.67,-0.03,205
1289,9.37,-1.05,0.72,0.01,0.01,0.0,-37.38,9.5,11.5,0.73,-0.11,-0.67,-0.03,206
1290,9.35,-1.02,0.66,0.01,0.01,0.0,-37.38,9.5,11.5,0.73,-0.11,-0.67,-0.03,207
1291,9.34,-1.02,0.67,0.01,0.01,0.0,-37.38,9.5,11.5,0.73,-0.11,-0.67,-0.03,208
1292,9.38,-1.06,0.67,0.01,0.0,0.0,-37.38,9.5,11.5,0.73,-0.11,-0.67,-0.03,209
1293,9.38,-1.1,0.7,0.02,0.01,0.0,-35.88,9.5,10.25,0.73,-0.11,-0.67,-0.03,210
1294,9.35,-1.09,0.72,0.01,0.01,0.0,-35.88,9.5,10.25,0.73,-0.11,-0.67,-0.03,211
1295,9.35,-1.09,0.72,0.0,0.01,0.01,-35.88,9.5,10.25,0.73,-0.11,-0.67,-0.03,212
1296,9.39,-1.09,0.73,-0.0,0.02,0.0,-35.88,9.5,10.25,0.73,-0.11,-0.67,-0.03,213
1297,9.37,-1.11,0.72,-0.01,0.02,0.0,-35.88,9.5,10.25,0.73,-0.11,-0.67,-0.03,214
1298,9.37,-1.03,0.71,-0.03,0.02,0.01,-36.69,10.25,11.88,0.73,-0.11,-0.67,-0.03,215
1299,9.36,-1.01,0.72,-0.03,0.02,0.01,-36.69,10.25,11.88,0.73,-0.11,-0.67,-0.03,216
1300,9.34,-1.0,0.76,-0.01,0.02,0.0,-36.69,10.25,11.88,0.73,-0.11,-0.67,-0.03,217
