Timestamp, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ, QuatW, QuatX, QuatY, QuatZ,TimeAligned
1348,9.96,-0.13,1.18,-0.4,-0.22,0.03,-36.0,6.06,7.75,0.77,-0.04,-0.64,-0.04,265
1349,10.08,0.1,1.32,-0.3,-0.2,0.02,-36.0,6.06,7.75,0.77,-0.04,-0.64,-0.04,266
1350,10.01,-0.12,1.42,-0.18,-0.19,0.03,-36.0,6.06,7.75,0.77,-0.04,-0.64,-0.04,267
1351,10.01,-0.12,1.42,-0.06,-0.18,0.06,-36.0,6.06,7.75,0.77,-0.04,-0.64,-0.04,268
1352,10.04,-0.59,1.57,0.04,-0.17,0.07,-36.0,6.0,7.87,0.77,-0.04,-0.64,-0.04,269
1353,10.04,-0.59,1.57,0.04,-0.17,0.07,-36.0,6.0,7.87,0.77,-0.04,-0.64,-0.04,270
1354,9.77,-0.71,1.83,0.15,-0.15,0.06,-36.0,6.0,7.87,0.77,-0.04,-0.64,-0.04,271
1355,9.65,-0.67,1.85,0.2,-0.14,0.08,-36.0,6.0,7.87,0.77,-0.04,-0.64,-0.04,272
1356,9.55,-0.59,1.84,0.26,-0.14,0.06,-36.0,6.0,7.87,0.77,-0.04,-0.64,-0.03,273
1357,9.63,-0.44,1.79,0.32,-0.15,0.04,-35.56,5.56,8.69,0.77,-0.04,-0.64,-0.03,274
1358,9.69,-0.32,1.72,0.36,-0.16,0.02,-35.56,5.56,8.69,0.76,-0.03,-0.64,-0.03,275
1359,9.69,-0.24,1.41,0.38,-0.16,-0.0,-35.56,5.56,8.69,0.76,-0.03,-0.64,-0.03,276
1360,9.65,-0.26,1.27,0.36,-0.15,-0.01,-35.56,5.56,8.69,0.76,-0.03,-0.64,-0.03,277
1361,9.7,-0.32,1.23,0.33,-0.13,-0.02,-35.56,5.56,8.69,0.76,-0.03,-0.64,-0.03,278
1362,9.7,-0.32,1.23,0.28,-0.11,-0.02,-35.69,6.06,8.75,0.76,-0.03,-0.64,-0.03,279
1363,9.65,-0.42,1.24,0.2,-0.08,-0.01,-35.69,6.06,8.75,0.76,-0.03,-0.64,-0.03,280
1364,9.49,-0.3,1.16,0.1,-0.06,-0.0,-35.69,6.06,8.75,0.76,-0.03,-0.64,-0.03,281
1365,9.49,-0.3,1.16,0.03,-0.04,-0.02,-35.69,6.06,8.75,0.76,-0.03,-0.64,-0.03,282
1366,9.74,0.3,1.09,-0.01,-0.03,-0.03,-35.69,6.06,8.75,0.76,-0.03,-0.65,-0.03,283
1367,9.74,0.3,1.09,-0.01,-0.03,-0.03,-36.5,6.5,8.5,0.76,-0.03,-0.65,-0.03,284
1368,10.19,-0.06,1.24,0.1,-0.01,-0.0,-36.5,6.5,8.5,0.76,-0.03,-0.65,-0.03,285
1369,9.91,-0.52,1.35,0.17,0.03,-0.01,-36.5,6.5,8.5,0.76,-0.03,-0.65,-0.03,286
1370,9.64,-0.69,1.58,0.22,0.05,-0.02,-36.5,6.5,8.5,0.76,-0.03,-0.64,-0.03,287
1371,9.53,-0.62,1.75,0.23,0.05,-0.03,-36.5,6.5,8.5,0.76,-0.03,-0.64,-0.03,288
1372,9.58,-0.07,2.07,0.23,0.05,-0.05,-36.88,6.37,8.88,0.76,-0.02,-0.64,-0.02,289
1373,9.64,0.2,2.08,0.27,0.05,-0.06,-36.88,6.37,8.88,0.76,-0.02,-0.64,-0.02,290
1374,9.63,0.35,1.98,0.34,0.04,-0.05,-36.88,6.37,8.88,0.76,-0.02,-0.64,-0.02,291
1375,9.56,0.44,1.89,0.42,0.05,-0.05,-36.88,6.37,8.88,0.76,-0.02,-0.64,-0.02,292
1376,9.5,0.51,1.55,0.47,0.07,-0.05,-36.88,6.37,8.88,0.76,-0.02,-0.64,-0.02,293
1377,9.62,0.59,1.48,0.51,0.08,-0.04,-36.5,6.75,8.38,0.77,-0.01,-0.64,-0.02,294
1378,9.82,0.64,1.53,0.54,0.1,-0.04,-36.5,6.75,8.38,0.77,-0.01,-0.64,-0.02,295
1379,9.82,0.64,1.53,0.58,0.1,-0.03,-36.5,6.75,8.38,0.77,-0.01,-0.64,-0.02,296
1380,9.78,-0.01,1.25,0.6,0.1,-0.01,-36.5,6.75,8.38,0.77,-0.01,-0.64,-0.01,297
1381,9.64,-0.14,1.24,0.6,0.14,0.02,-36.5,6.75,8.38,0.77,-0.01,-0.64,-0.01,298
1382,9.54,-0.14,1.2,0.58,0.16,0.01,-36.38,6.37,8.38,0.77,-0.01,-0.64,-0.01,299
1383,9.58,-0.14,1.33,0.55,0.18,-0.02,-36.38,6.37,8.38,0.77,-0.0,-0.64,-0.01,300
1384,9.66,-0.24,1.4,0.52,0.2,-0.03,-36.38,6.37,8.38,0.77,0.0,-0.64,-0.01,301
1385,9.69,-0.39,1.48,0.47,0.19,-0.02,-36.38,6.37,8.38,0.77,0.0,-0.64,-0.01,302
1386,9.71,-0.52,1.64,0.43,0.2,-0.02,-36.38,6.37,8.38,0.77,0.0,-0.64,-0.0,303
1387,9.78,-0.55,2.19,0.39,0.18,-0.03,-37.06,6.75,7.56,0.77,0.0,-0.64,-0.0,304
1388,9.72,-0.52,2.42,0.35,0.13,-0.08,-37.06,6.75,7.56,0.77,0.01,-0.64,-0.0,305
1389,9.72,-0.52,2.42,0.35,0.13,-0.08,-37.06,6.75,7.56,0.77,0.01,-0.64,-0.0,306
1390,9.57,-0.58,2.44,0.33,0.1,-0.09,-37.06,6.75,7.56,0.77,0.01,-0.64,-0.0,307
1391,9.41,-0.74,2.26,0.29,0.07,-0.1,-36.38,7.19,6.75,0.77,0.01,-0.64,-0.0,308
1392,9.48,-0.73,2.12,0.23,0.04,-0.11,-36.38,7.19,6.75,0.77,0.01,-0.64,-0.0,309
1393,9.57,-0.6,2.04,0.02,0.01,-0.15,-36.38,7.19,6.75,0.77,0.01,-0.64,-0.0,310
1394,9.58,-0.11,1.68,0.02,0.01,-0.15,-36.38,7.19,6.75,0.77,0.01,-0.64,-0.0,311
1395,9.52,0.25,1.62,-0.08,0.01,-0.16,-36.38,7.19,6.75,0.77,0.01,-0.64,-0.0,312
1396,9.47,0.53,1.45,-0.15,0.01,-0.17,-36.38,7.19,6.75,0.77,0.01,-0.64,-0.0,313
1397,9.46,0.75,1.43,-0.19,0.02,-0.18,-36.75,7.0,6.5,0.77,0.01,-0.64,-0.0,314
1398,9.53,1.09,1.57,-0.23,0.03,-0.17,-36.75,7.0,6.5,0.77,0.01,-0.64,-0.01,315
1399,9.55,1.17,1.73,-0.24,0.04,-0.16,-36.75,7.0,6.5,0.77,0.01,-0.64,-0.01,316
1400,9.62,1.17,1.95,-0.18,0.04,-0.13,-36.75,7.0,6.5,0.77,0.01,-0.64,-0.01,317
1401,9.62,1.17,1.95,-0.18,0.04,-0.13,-36.75,7.0,6.5,0.77,0.01,-0.64,-0.01,318
1402,9.6,0.78,2.08,-0.08,0.03,-0.09,-36.75,6.69,7.25,0.77,0.01,-0.64,-0.01,319
1403,9.49,0.74,2.14,-0.03,0.05,-0.08,-36.75,6.69,7.25,0.77,0.01,-0.64,-0.01,320
1404,9.4,0.72,2.3,0.01,0.06,-0.08,-36.75,6.69,7.25,0.77,0.01,-0.63,-0.01,321
1405,9.41,0.66,2.26,0.05,0.05,-0.07,-36.75,6.69,7.25,0.77,0.01,-0.63,-0.01,322
1406,9.47,0.56,2.17,0.09,0.04,-0.06,-36.0,6.25,6.87,0.77,0.01,-0.63,-0.01,323
1407,9.49,0.45,2.12,0.1,0.04,-0.06,-36.0,6.25,6.87,0.77,0.01,-0.63,-0.01,324
1408,9.49,0.45,2.12,0.1,0.04,-0.06,-36.0,6.25,6.87,0.77,0.01,-0.63,-0.01,325
1409,9.49,0.67,2.04,0.09,0.04,-0.06,-36.0,6.25,6.87,0.77,0.01,-0.63,-0.01,326
1410,9.49,0.73,2.0,0.11,0.03,-0.06,-36.0,6.25,6.87,0.77,0.01,-0.63,-0.01,327
1411,9.51,0.71,2.0,0.13,0.03,-0.05,-36.0,5.87,7.25,0.77,0.01,-0.63,-0.01,328
1412,9.69,0.69,2.02,0.15,0.03,-0.05,-36.0,5.87,7.25,0.77,0.02,-0.63,-0.01,329
1413,9.71,0.74,2.08,0.15,0.02,-0.04,-36.0,5.87,7.25,0.77,0.02,-0.63,-0.01,330
1414,9.67,0.71,2.07,0.14,0.03,-0.03,-36.0,5.87,7.25,0.77,0.02,-0.63,-0.01,331
1415,9.67,0.71,2.07,0.12,0.03,-0.02,-36.0,5.87,7.25,0.77,0.02,-0.63,-0.01,332
1416,9.4,0.62,2.26,0.11,0.04,-0.01,-37.5,5.37,6.5,0.77,0.02,-0.63,-0.01,333
1417,9.4,0.62,2.26,0.11,0.04,-0.01,-37.5,5.37,6.5,0.77,0.02,-0.63,-0.01,334
1418,9.36,0.56,2.38,0.08,0.04,-0.0,-37.5,5.37,6.5,0.77,0.02,-0.63,-0.01,335
1419,9.38,0.47,2.35,0.07,0.03,-0.01,-37.5,5.37,6.5,0.77,0.02,-0.63,-0.01,336
1420,9.38,0.47,2.35,0.04,0.02,-0.01,-37.5,5.37,6.5,0.77,0.02,-0.63,-0.01,337
1421,9.44,0.41,2.32,0.02,0.02,-0.02,-36.5,6.56,7.37,0.77,0.02,-0.63,-0.01,338
1422,9.54,0.44,2.29,-0.01,0.0,-0.03,-36.5,6.56,7.37,0.77,0.02,-0.63,-0.01,339
1423,9.7,0.42,2.15,-0.04,-0.01,-0.04,-36.5,6.56,7.37,0.77,0.02,-0.63,-0.01,340
1424,9.66,0.38,2.13,-0.07,-0.02,-0.04,-36.5,6.56,7.37,0.77,0.02,-0.63,-0.01,341
1425,9.66,0.38,2.13,-0.1,-0.02,-0.04,-36.5,6.56,7.37,0.77,0.02,-0.63,-0.01,342
1426,9.55,0.38,2.18,-0.12,-0.02,-0.03,-37.19,6.56,7.25,0.77,0.02,-0.63,-0.01,343
1427,9.55,0.38,2.18,-0.12,-0.02,-0.03,-37.19,6.56,7.25,0.77,0.02,-0.63,-0.01,344
1428,9.49,0.92,2.11,-0.12,-0.03,-0.04,-37.19,6.56,7.25,0.77,0.02,-0.63,-0.01,345
1429,9.47,0.97,2.08,-0.07,-0.03,-0.03,-37.19,6.56,7.25,0.77,0.02,-0.63,-0.01,346
1430,9.5,0.82,2.06,-0.02,-0.03,-0.02,-37.19,6.56,7.25,0.77,0.02,-0.63,-0.01,347
1431,9.52,0.73,1.9,0.01,-0.03,-0.02,-37.06,5.5,7.69,0.77,0.02,-0.63,-0.01,348
1432,9.59,0.67,1.9,0.01,-0.03,-0.02,-37.06,5.5,7.69,0.77,0.02,-0.63,-0.01,349
1433,9.63,0.53,1.88,-0.01,-0.03,-0.02,-37.06,5.5,7.69,0.77,0.02,-0.63,-0.01,350
1434,9.66,0.54,1.86,-0.05,-0.02,-0.01,-37.06,5.5,7.69,0.77,0.02,-0.63,-0.01,351
1435,9.61,0.54,1.91,-0.06,-0.03,-0.0,-37.06,5.5,7.69,0.77,0.02,-0.63,-0.01,352
1436,9.61,0.54,1.91,-0.06,-0.03,-0.01,-37.19,5.75,7.56,0.77,0.02,-0.63,-0.01,353
1437,9.58,0.41,2.02,-0.05,-0.04,0.0,-37.19,5.75,7.56,0.77,0.02,-0.63,-0.01,354
1438,9.69,0.29,2.07,-0.03,-0.06,0.0,-37.19,5.75,7.56,0.77,0.02,-0.63,-0.01,355
1439,9.67,0.3,2.11,-0.03,-0.08,-0.0,-37.19,5.75,7.56,0.77,0.02,-0.63,-0.01,356
1440,9.58,0.36,2.09,-0.03,-0.07,-0.0,-37.19,5.75,7.56,0.77,0.02,-0.63,-0.01,357
1441,9.47,0.69,2.11,-0.03,-0.07,0.0,-37.75,5.0,6.0,0.77,0.02,-0.63,-0.01,358
1442,9.43,0.74,2.0,-0.01,-0.08,-0.0,-37.75,5.0,6.0,0.77,0.02,-0.63,-0.01,359
1443,9.46,0.72,1.93,0.03,-0.09,-0.01,-37.75,5.0,6.0,0.77,0.02,-0.63,-0.01,360
1444,9.5,0.66,1.85,0.05,-0.09,-0.01,-37.75,5.0,6.0,0.77,0.02,-0.63,-0.01,361
1445,9.62,0.49,1.64,0.04,-0.08,0.01,-37.19,5.87,6.87,0.77,0.02,-0.64,-0.01,362
1446,9.62,0.49,1.64,0.04,-0.08,0.01,-37.19,5.87,6.87,0.77,0.02,-0.64,-0.01,363
1447,9.65,0.35,1.57,0.01,-0.07,0.01,-37.19,5.87,6.87,0.77,0.02,-0.64,-0.01,364
1448,9.71,0.29,1.6,0.0,-0.07,0.01,-37.19,5.87,6.87,0.77,0.02,-0.64,-0.01,365
1449,9.7,0.26,1.65,-0.02,-0.07,0.02,-37.19,5.87,6.87,0.77,0.02,-0.64,-0.01,366
1450,9.7,0.26,1.65,-0.03,-0.07,0.02,-35.69,5.87,7.69,0.77,0.02,-0.64,-0.01,367
1451,9.54,0.3,1.57,-0.03,-0.05,0.02,-35.69,5.87,7.69,0.77,0.02,-0.64,-0.01,368
1452,9.58,0.33,1.68,-0.04,-0.03,0.03,-35.69,5.87,7.69,0.77,0.02,-0.64,-0.01,369
1453,9.6,0.4,1.69,-0.04,-0.01,0.03,-35.69,5.87,7.69,0.77,0.02,-0.64,-0.01,370
1454,9.59,0.43,1.7,-0.04,-0.01,0.03,-35.69,5.87,7.69,0.77,0.02,-0.64,-0.01,371
1455,9.53,0.56,1.88,-0.05,0.0,0.03,-36.5,5.5,7.25,0.77,0.02,-0.64,-0.01,372
1456,9.55,0.61,1.87,-0.04,0.01,0.03,-36.5,5.5,7.25,0.77,0.02,-0.64,-0.01,373
1457,9.61,0.58,1.97,-0.02,0.02,0.03,-36.5,5.5,7.25,0.77,0.02,-0.64,-0.01,374
1458,9.64,0.53,1.96,0.0,0.01,0.03,-36.5,5.5,7.25,0.77,0.02,-0.64,-0.01,375
1459,9.61,0.41,1.94,0.01,0.0,0.04,-36.5,5.5,7.25,0.77,0.02,-0.64,-0.01,376
1460,9.61,0.34,1.96,0.01,-0.0,0.04,-36.88,5.87,7.25,0.77,0.02,-0.64,-0.01,377
1461,9.61,0.34,1.96,0.01,-0.0,0.03,-36.88,5.87,7.25,0.77,0.02,-0.64,-0.01,378
1462,9.64,0.37,1.91,-0.0,-0.0,0.03,-36.88,5.87,7.25,0.77,0.02,-0.64,-0.01,379
1463,9.56,0.36,1.86,-0.01,0.01,0.04,-36.88,5.87,7.25,0.77,0.02,-0.64,-0.01,380
1464,9.55,0.36,1.88,-0.01,0.02,0.04,-36.88,5.87,7.25,0.77,0.02,-0.64,-0.01,381
1465,9.57,0.33,1.86,-0.01,0.01,0.04,-36.06,6.25,6.87,0.77,0.02,-0.64,-0.01,382
1466,9.63,0.37,1.84,-0.0,0.01,0.03,-36.06,6.25,6.87,0.77,0.01,-0.64,-0.01,383
1467,9.59,0.36,1.79,-0.01,-0.0,0.02,-36.06,6.25,6.87,0.77,0.01,-0.64,-0.01,384
1468,9.59,0.36,1.79,-0.02,0.01,0.03,-36.06,6.25,6.87,0.77,0.01,-0.64,-0.01,385
1469,9.63,0.44,1.89,-0.01,0.01,0.03,-36.06,6.25,6.87,0.77,0.01,-0.64,-0.01,386
1470,9.63,0.44,1.89,-0.0,0.01,0.03,-36.88,5.87,8.88,0.77,0.01,-0.64,-0.01,387
1471,9.61,0.34,1.92,0.0,0.01,0.03,-36.88,5.87,8.88,0.77,0.01,-0.64,-0.01,388
1472,9.58,0.32,1.9,0.0,0.01,0.03,-36.88,5.87,8.88,0.77,0.01,-0.64,-0.01,389
1473,9.57,0.34,1.94,-0.0,0.02,0.03,-36.88,5.87,8.88,0.77,0.01,-0.64,-0.01,390
1474,9.56,0.38,1.86,-0.0,0.02,0.02,-36.88,5.87,8.88,0.77,0.01,-0.64,-0.01,391
1475,9.56,0.37,1.85,-0.01,0.01,0.03,-37.19,6.25,7.69,0.77,0.01,-0.64,-0.01,392
1476,9.59,0.36,1.87,-0.01,0.01,0.02,-37.19,6.25,7.69,0.77,0.01,-0.64,-0.01,393
1477,9.58,0.38,1.84,-0.02,0.02,0.02,-37.19,6.25,7.69,0.77,0.01,-0.64,-0.01,394
1478,9.58,0.41,1.9,-0.03,0.03,0.03,-37.19,6.25,7.69,0.77,0.01,-0.64,-0.01,395
1479,9.58,0.41,1.9,-0.03,0.04,0.03,-37.19,6.25,7.69,0.77,0.01,-0.64,-0.01,396
1480,9.61,0.39,1.99,-0.03,0.04,0.03,-36.88,6.25,8.06,0.77,0.01,-0.64,-0.01,397
1481,9.61,0.39,1.99,-0.02,0.03,0.03,-36.88,6.25,8.06,0.77,0.01,-0.64,-0.01,398
1482,9.58,0.3,1.97,-0.02,0.02,0.03,-36.88,6.25,8.06,0.77,0.01,-0.64,-0.01,399
1483,9.54,0.31,2.02,-0.02,0.02,0.03,-36.88,6.25,8.06,0.77,0.01,-0.64,-0.01,400
1484,9.55,0.33,2.0,-0.02,0.02,0.02,-36.88,6.25,8.06,0.77,0.01,-0.64,-0.01,401
1485,9.6,0.35,1.97,-0.02,0.02,0.01,-37.5,5.37,7.25,0.77,0.01,-0.64,-0.01,402
1486,9.61,0.34,1.95,-0.01,0.02,0.02,-37.5,5.37,7.25,0.77,0.01,-0.64,-0.01,403
1487,9.58,0.33,1.9,-0.01,0.02,0.02,-37.5,5.37,7.25,0.77,0.01,-0.64,-0.01,404
1488,9.59,0.3,1.95,-0.01,0.03,0.02,-37.5,5.37,7.25,0.77,0.01,-0.64,-0.01,405
1489,9.59,0.33,1.95,-0.01,0.01,0.01,-38.0,6.5,8.06,0.77,0.01,-0.64,-0.01,406
1490,9.58,0.33,1.9,-0.02,0.01,0.01,-38.0,6.5,8.06,0.77,0.01,-0.64,-0.01,407
1491,9.61,0.39,1.95,-0.02,0.01,0.01,-38.0,6.5,8.06,0.77,0.01,-0.64,-0.01,408
1492,9.62,0.4,1.86,-0.02,0.01,0.01,-38.0,6.5,8.06,0.77,0.01,-0.64,-0.01,409
1493,9.57,0.35,1.85,-0.02,0.01,0.01,-38.0,6.5,8.06,0.77,0.01,-0.64,-0.01,410
1494,9.55,0.31,1.87,-0.01,0.01,0.02,-37.19,5.75,6.19,0.77,0.01,-0.64,-0.01,411
1495,9.62,0.33,1.92,-0.02,0.01,0.01,-37.19,5.75,6.19,0.77,0.01,-0.64,-0.01,412
1496,9.62,0.33,1.92,-0.02,0.01,0.01,-37.19,5.75,6.19,0.77,0.01,-0.64,-0.01,413
1497,9.64,0.34,1.95,-0.01,0.01,0.01,-37.19,5.75,6.19,0.77,0.01,-0.64,-0.01,414
1498,9.57,0.33,1.96,0.0,0.02,0.01,-37.19,5.75,6.19,0.77,0.01,-0.64,-0.01,415
1499,9.59,0.32,2.01,0.01,0.03,0.02,-36.06,5.75,6.87,0.77,0.01,-0.63,-0.01,416
1500,9.59,0.27,2.01,0.02,0.01,0.01,-36.06,5.75,6.87,0.77,0.01,-0.63,-0.01,417
1501,9.62,0.29,2.03,0.02,0.01,0.01,-36.06,5.75,6.87,0.77,0.01,-0.63,-0.01,418
1502,9.61,0.32,1.98,0.01,-0.0,0.0,-36.06,5.75,6.87,0.77,0.01,-0.63,-0.01,419
1503,9.58,0.31,1.94,0.01,-0.0,0.0,-36.88,6.25,7.37,0.77,0.01,-0.63,-0.01,420
1504,9.58,0.31,1.94,0.0,0.0,0.0,-36.88,6.25,7.37,0.77,0.01,-0.63,-0.01,421
1505,9.57,0.33,1.85,0.0,0.0,0.0,-36.88,6.25,7.37,0.77,0.01,-0.63,-0.01,422
1506,9.6,0.31,1.91,-0.0,0.01,0.0,-36.88,6.25,7.37,0.77,0.01,-0.63,-0.01,423
1507,9.64,0.3,1.94,0.0,0.0,0.0,-36.5,5.87,7.69,0.77,0.01,-0.63,-0.01,424
1508,9.61,0.29,1.91,-0.0,-0.0,-0.0,-36.5,5.87,7.69,0.77,0.01,-0.63,-0.01,425
1509,9.61,0.29,1.91,-0.01,0.0,-0.0,-36.5,5.87,7.69,0.77,0.01,-0.63,-0.01,426
1510,9.62,0.31,1.94,-0.01,0.0,-0.0,-36.5,5.87,7.69,0.77,0.01,-0.63,-0.01,427
1511,9.61,0.34,1.94,-0.01,-0.0,-0.0,-36.5,5.87,7.69,0.77,0.01,-0.63,-0.01,428
1512,9.6,0.33,1.95,0.0,-0.0,-0.01,-36.88,6.25,6.87,0.77,0.01,-0.63,-0.01,429
1513,9.55,0.31,1.9,0.0,-0.0,-0.01,-36.88,6.25,6.87,0.77,0.01,-0.63,-0.01,430
1514,9.55,0.32,1.93,0.0,-0.0,-0.0,-36.88,6.25,6.87,0.77,0.01,-0.63,-0.01,431
1515,9.58,0.34,1.93,0.0,0.0,-0.01,-36.88,6.25,6.87,0.77,0.01,-0.63,-0.01,432
1516,9.58,0.31,1.88,0.0,0.0,-0.0,-36.88,6.25,6.87,0.77,0.01,-0.63,-0.01,433
1517,9.58,0.31,1.88,0.0,0.01,-0.0,-36.88,6.25,6.87,0.77,0.01,-0.63,-0.01,434
1518,9.62,0.31,1.96,-0.01,0.02,0.0,-37.19,6.25,8.06,0.77,0.01,-0.63,-0.01,435
1519,9.61,0.32,1.95,-0.01,0.01,-0.0,-37.19,6.25,8.06,0.77,0.01,-0.63,-0.01,436
1520,9.61,0.32,1.95,-0.01,0.01,-0.0,-37.19,6.25,8.06,0.77,0.01,-0.63,-0.01,437
1521,9.57,0.34,1.97,-0.01,0.01,-0.0,-37.19,6.25,8.06,0.77,0.01,-0.63,-0.01,438
1522,9.59,0.39,1.93,-0.02,0.0,-0.01,-37.19,6.25,8.06,0.77,0.01,-0.63,-0.01,439
1523,9.6,0.34,1.94,-0.02,0.0,-0.01,-35.0,5.5,6.87,0.77,0.01,-0.63,-0.01,440
1524,9.6,0.34,1.95,-0.02,0.01,-0.01,-35.0,5.5,6.87,0.77,0.01,-0.63,-0.01,441
1525,9.6,0.34,1.95,-0.03,0.01,-0.01,-35.0,5.5,6.87,0.77,0.01,-0.63,-0.01,442
1526,9.57,0.36,1.99,-0.03,0.01,-0.0,-35.0,5.5,6.87,0.77,0.01,-0.63,-0.01,443
