Timestamp, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ, QuatW, QuatX, QuatY, QuatZ,TimeAligned
1692,9.58,-1.86,0.98,0.0,-0.03,0.05,-36.88,15.56,14.56,0.73,-0.13,-0.67,0.0,609
1693,9.61,-1.96,1.0,0.02,-0.03,0.05,-36.88,15.56,14.56,0.73,-0.13,-0.67,0.0,610
1694,9.52,-2.1,1.0,0.02,-0.03,0.05,-36.88,15.56,14.56,0.73,-0.13,-0.67,0.0,611
1695,9.52,-2.1,1.0,-0.01,-0.02,0.05,-36.5,16.0,13.5,0.73,-0.13,-0.67,0.0,612
1696,9.46,-2.06,0.99,-0.05,-0.02,0.04,-36.5,16.0,13.5,0.73,-0.13,-0.67,0.01,613
1697,9.55,-1.99,1.03,-0.09,-0.02,0.04,-36.5,16.0,13.5,0.73,-0.13,-0.67,0.0,614
1698,9.54,-1.97,1.08,-0.09,-0.02,0.03,-36.5,16.0,13.5,0.73,-0.13,-0.67,0.0,615
1699,9.53,-1.96,1.1,-0.09,-0.02,0.03,-36.5,16.0,13.5,0.73,-0.13,-0.67,0.0,616
1700,9.51,-2.04,1.02,-0.05,-0.04,0.04,-37.25,16.37,13.88,0.73,-0.13,-0.67,0.0,617
1701,9.51,-2.04,1.02,-0.05,-0.04,0.04,-37.25,16.37,13.88,0.73,-0.13,-0.67,0.0,618
1702,9.51,-2.05,1.02,-0.02,-0.05,0.04,-37.25,16.37,13.88,0.73,-0.13,-0.67,0.0,619
1703,9.54,-2.1,1.02,-0.02,-0.05,0.04,-36.19,16.0,13.88,0.73,-0.13,-0.67,0.0,620
1704,9.55,-2.2,1.01,-0.01,-0.05,0.03,-36.19,16.0,13.88,0.73,-0.13,-0.67,0.0,621
1705,9.54,-2.23,1.0,-0.02,-0.05,0.03,-36.19,16.0,13.88,0.73,-0.13,-0.67,0.01,622
1706,9.52,-2.23,0.98,-0.02,-0.05,0.03,-36.19,16.0,13.88,0.73,-0.13,-0.67,0.01,623
1707,9.49,-2.13,0.99,-0.04,-0.05,0.03,-36.19,16.0,13.88,0.73,-0.14,-0.67,0.01,624
1708,9.5,-2.04,1.0,-0.06,-0.04,0.03,-36.19,16.0,13.88,0.73,-0.14,-0.67,0.01,625
1709,9.5,-2.04,1.0,-0.06,-0.04,0.02,-36.19,16.37,13.5,0.73,-0.14,-0.67,0.01,626
1710,9.5,-1.99,1.0,-0.04,-0.03,0.02,-36.19,16.37,13.5,0.73,-0.14,-0.67,0.01,627
1711,9.5,-2.15,1.01,-0.02,-0.03,0.03,-36.19,16.37,13.5,0.73,-0.14,-0.67,0.01,628
1712,9.52,-2.24,1.01,-0.0,-0.02,0.03,-36.19,16.37,13.5,0.73,-0.14,-0.67,0.01,629
1713,9.56,-2.37,1.05,-0.0,-0.02,0.03,-36.19,16.37,13.5,0.73,-0.14,-0.67,0.01,630
1714,9.61,-2.39,1.05,-0.01,-0.02,0.03,-35.88,16.0,12.69,0.73,-0.14,-0.67,0.01,631
1715,9.51,-2.32,1.08,-0.02,-0.01,0.02,-35.88,16.0,12.69,0.73,-0.14,-0.67,0.01,632
1716,9.51,-2.32,1.08,-0.04,-0.01,0.01,-35.88,16.0,12.69,0.73,-0.14,-0.67,0.01,633
1717,9.41,-2.29,1.03,-0.06,-0.01,0.02,-35.88,16.0,12.69,0.73,-0.14,-0.67,0.01,634
1718,9.46,-2.23,0.99,-0.08,0.0,0.01,-35.88,16.0,12.69,0.73,-0.14,-0.67,0.01,635
1719,9.54,-2.15,0.99,-0.1,0.0,0.01,-36.5,15.56,13.88,0.73,-0.14,-0.67,0.01,636
1720,9.58,-2.16,1.01,-0.11,0.0,0.0,-36.5,15.56,13.88,0.73,-0.14,-0.67,0.0,637
1721,9.61,-2.16,1.01,-0.1,-0.0,0.0,-36.5,15.56,13.88,0.73,-0.14,-0.67,0.0,638
1722,9.56,-2.13,0.98,-0.09,-0.01,0.01,-36.5,15.56,13.88,0.73,-0.14,-0.67,0.0,639
1723,9.56,-2.13,0.98,-0.08,-0.01,0.01,-36.5,15.56,13.88,0.73,-0.14,-0.67,0.0,640
1724,9.44,-2.03,0.91,-0.07,-0.01,0.02,-35.88,15.56,13.88,0.73,-0.14,-0.67,0.0,641
1725,9.44,-2.03,0.91,-0.04,-0.02,0.02,-35.88,15.56,13.88,0.73,-0.14,-0.67,0.0,642
1726,9.5,-2.07,0.75,-0.01,-0.01,0.03,-35.88,15.56,13.88,0.73,-0.14,-0.67,0.0,643
1727,9.53,-2.12,0.73,0.02,-0.01,0.03,-35.88,15.56,13.88,0.73,-0.14,-0.67,0.0,644
1728,9.57,-2.13,0.77,0.04,0.0,0.03,-35.88,15.56,13.88,0.73,-0.14,-0.67,0.0,645
1729,9.57,-2.13,0.77,0.04,0.0,0.03,-36.5,15.56,13.88,0.73,-0.14,-0.67,0.0,646
1730,9.55,-2.23,0.94,0.04,0.01,0.03,-36.5,15.56,13.88,0.73,-0.14,-0.67,0.01,647
1731,9.5,-2.29,0.95,0.03,0.02,0.03,-36.5,15.56,13.88,0.73,-0.14,-0.67,0.01,648
1732,9.49,-2.27,1.03,0.01,0.02,0.03,-36.5,15.56,13.88,0.73,-0.14,-0.67,0.01,649
1733,9.45,-2.27,1.04,-0.01,0.03,0.02,-36.5,15.56,13.88,0.73,-0.14,-0.67,0.01,650
1734,9.43,-2.2,1.02,-0.03,0.02,0.03,-36.19,16.0,14.56,0.73,-0.14,-0.66,0.01,651
1735,9.49,-2.14,1.04,-0.03,0.02,0.03,-36.19,16.0,14.56,0.73,-0.14,-0.66,0.01,652
1736,9.5,-2.17,1.02,-0.02,0.02,0.02,-36.19,16.0,14.56,0.73,-0.14,-0.66,0.01,653
1737,9.51,-2.27,1.02,-0.0,0.01,0.02,-36.19,16.0,14.56,0.73,-0.14,-0.66,0.01,654
1738,9.54,-2.3,1.03,0.01,0.0,0.03,-36.19,16.0,14.56,0.73,-0.14,-0.66,0.01,655
1739,9.54,-2.31,1.04,0.01,0.0,0.02,-36.5,16.37,14.25,0.73,-0.14,-0.66,0.01,656
1740,9.6,-2.25,1.09,-0.0,0.01,0.02,-36.5,16.37,14.25,0.73,-0.14,-0.66,0.01,657
1741,9.54,-2.22,1.06,-0.01,0.0,0.01,-36.5,16.37,14.25,0.73,-0.14,-0.66,0.01,658
1742,9.48,-2.16,1.05,-0.01,-0.0,0.01,-36.5,16.37,14.25,0.73,-0.14,-0.66,0.01,659
1743,9.46,-2.14,1.02,-0.02,-0.01,0.01,-36.5,16.0,13.88,0.73,-0.14,-0.66,0.01,660
1744,9.48,-2.12,1.01,-0.02,-0.0,0.01,-36.5,16.0,13.88,0.73,-0.14,-0.66,0.01,661
1745,9.53,-2.11,0.97,-0.02,-0.0,0.0,-36.5,16.0,13.88,0.73,-0.14,-0.66,0.01,662
1746,9.54,-2.12,0.96,-0.01,0.0,0.01,-36.5,16.0,13.88,0.73,-0.14,-0.66,0.01,663
1747,9.49,-2.16,0.93,-0.0,-0.0,0.01,-36.5,16.0,13.88,0.73,-0.14,-0.66,0.01,664
1748,9.49,-2.17,0.92,0.01,-0.0,0.01,-36.19,16.75,13.06,0.73,-0.14,-0.66,0.01,665
1749,9.5,-2.22,0.9,0.03,-0.01,0.02,-36.19,16.75,13.06,0.73,-0.14,-0.66,0.01,666
1750,9.49,-2.28,0.88,0.04,0.0,0.02,-36.19,16.75,13.06,0.73,-0.14,-0.66,0.01,667
1751,9.54,-2.31,0.91,0.04,0.0,0.02,-36.19,16.75,13.06,0.73,-0.14,-0.66,0.01,668
1752,9.54,-2.32,0.94,0.03,0.01,0.02,-36.19,16.75,13.06,0.73,-0.14,-0.66,0.01,669
1753,9.53,-2.22,0.95,0.02,0.02,0.01,-35.5,16.0,13.5,0.74,-0.14,-0.66,0.01,670
1754,9.48,-2.17,1.01,0.0,0.02,0.01,-35.5,16.0,13.5,0.74,-0.14,-0.66,0.01,671
1755,9.48,-2.17,1.01,0.0,0.02,0.01,-35.5,16.0,13.5,0.74,-0.14,-0.66,0.01,672
1756,9.43,-2.21,1.01,0.0,0.02,0.01,-35.5,16.0,13.5,0.74,-0.14,-0.66,0.01,673
1757,9.49,-2.16,1.03,-0.01,0.02,0.01,-35.5,16.0,13.5,0.74,-0.14,-0.66,0.01,674
1758,9.56,-2.19,1.04,-0.02,0.02,0.01,-36.5,16.75,13.06,0.74,-0.14,-0.66,0.01,675
1759,9.57,-2.21,1.06,-0.01,0.02,0.01,-36.5,16.75,13.06,0.74,-0.14,-0.66,0.01,676
1760,9.57,-2.21,1.06,0.0,0.02,0.01,-36.5,16.75,13.06,0.74,-0.14,-0.66,0.01,677
1761,9.51,-2.31,1.06,0.01,0.01,0.01,-36.5,16.75,13.06,0.74,-0.14,-0.66,0.01,678
1762,9.49,-2.29,1.01,0.01,0.0,0.01,-36.5,16.75,13.06,0.74,-0.14,-0.66,0.01,679
1763,9.5,-2.21,1.02,0.0,-0.0,0.0,-35.88,16.37,11.88,0.74,-0.14,-0.66,0.01,680
1764,9.49,-2.14,0.98,0.01,-0.0,0.01,-35.88,16.37,11.88,0.74,-0.14,-0.66,0.01,681
1765,9.49,-2.13,0.95,0.02,-0.01,0.0,-35.88,16.37,11.88,0.74,-0.14,-0.66,0.01,682
1766,9.5,-2.15,1.0,0.03,-0.0,0.0,-35.88,16.37,11.88,0.74,-0.14,-0.66,0.01,683
1767,9.49,-2.13,0.99,0.03,0.0,0.0,-35.88,16.37,11.88,0.74,-0.14,-0.66,0.01,684
1768,9.5,-2.11,0.98,0.03,-0.0,0.0,-35.88,16.0,13.5,0.74,-0.14,-0.66,0.01,685
1769,9.47,-2.09,0.98,0.02,-0.0,0.0,-35.88,16.0,13.5,0.74,-0.14,-0.66,0.01,686
1770,9.48,-2.09,0.95,0.03,-0.0,0.0,-35.88,16.0,13.5,0.74,-0.14,-0.66,0.01,687
1771,9.52,-2.15,1.0,0.03,0.0,0.0,-35.88,16.0,13.5,0.74,-0.14,-0.66,0.01,688
1772,9.57,-2.24,1.01,0.04,0.01,0.01,-35.88,16.0,13.5,0.74,-0.14,-0.66,0.01,689
1773,9.56,-2.39,1.05,0.04,0.0,0.01,-35.5,16.37,13.5,0.74,-0.14,-0.66,0.01,690
1774,9.56,-2.39,1.05,0.03,0.01,0.0,-35.5,16.37,13.5,0.74,-0.14,-0.66,0.01,691
1775,9.49,-2.38,1.03,0.01,0.01,-0.0,-35.5,16.37,13.5,0.74,-0.14,-0.66,0.01,692
1776,9.47,-2.25,1.01,-0.01,0.01,-0.0,-35.5,16.37,13.5,0.74,-0.14,-0.66,0.01,693
1777,9.47,-2.2,1.05,-0.02,0.01,-0.0,-35.5,16.37,13.5,0.74,-0.14,-0.66,0.01,694
1778,9.52,-2.13,1.02,-0.03,0.01,-0.0,-36.19,16.75,13.06,0.74,-0.14,-0.66,0.01,695
1779,9.56,-2.16,1.01,-0.02,0.01,-0.0,-36.19,16.75,13.06,0.74,-0.14,-0.66,0.01,696
1780,9.55,-2.17,1.04,-0.01,0.01,-0.0,-36.19,16.75,13.06,0.74,-0.14,-0.66,0.01,697
1781,9.55,-2.17,1.04,-0.0,0.01,0.0,-36.19,16.75,13.06,0.74,-0.14,-0.66,0.01,698
1782,9.51,-2.23,1.05,-0.0,0.0,0.0,-36.19,16.75,13.06,0.74,-0.14,-0.66,0.01,699
1783,9.51,-2.23,1.05,-0.01,-0.01,0.0,-35.5,16.0,13.88,0.74,-0.14,-0.66,0.01,700
1784,9.49,-2.24,1.06,-0.01,-0.01,0.0,-35.5,16.0,13.88,0.74,-0.14,-0.66,0.01,701
1785,9.5,-2.25,1.04,-0.0,-0.01,0.0,-35.5,16.0,13.88,0.74,-0.14,-0.66,0.01,702
1786,9.5,-2.26,1.01,-0.01,-0.0,-0.0,-35.5,16.0,13.88,0.74,-0.14,-0.66,0.01,703
1787,9.5,-2.2,1.01,-0.03,0.0,-0.01,-35.88,17.06,14.25,0.74,-0.14,-0.66,0.01,704
1788,9.5,-2.2,1.01,-0.03,0.0,-0.01,-35.88,17.06,14.25,0.74,-0.14,-0.66,0.01,705
1789,9.53,-2.21,0.98,-0.03,-0.0,-0.0,-35.88,17.06,14.25,0.74,-0.14,-0.66,0.01,706
1790,9.53,-2.21,0.98,-0.03,-0.01,0.0,-35.88,17.06,14.25,0.74,-0.14,-0.66,0.01,707
1791,9.51,-2.17,1.02,-0.02,-0.0,0.0,-35.88,17.06,14.25,0.74,-0.14,-0.66,0.01,708
1792,9.51,-2.17,1.02,-0.02,-0.01,0.0,-35.88,16.37,13.06,0.74,-0.14,-0.66,0.01,709
1793,9.47,-2.2,1.02,-0.01,-0.01,0.0,-35.88,16.37,13.06,0.74,-0.14,-0.66,0.01,710
1794,9.52,-2.23,1.04,-0.01,-0.01,0.0,-35.88,16.37,13.06,0.74,-0.14,-0.66,0.01,711
1795,9.55,-2.2,1.05,-0.02,-0.0,0.0,-35.88,16.37,13.06,0.74,-0.14,-0.66,0.01,712
1796,9.55,-2.18,1.04,-0.02,-0.01,-0.0,-35.88,16.37,13.06,0.74,-0.14,-0.66,0.01,713
1797,9.5,-2.16,1.06,-0.0,-0.01,-0.0,-35.5,16.37,12.69,0.74,-0.14,-0.66,0.01,714
1798,9.5,-2.19,1.07,-0.0,-0.01,-0.0,-35.5,16.37,12.69,0.74,-0.14,-0.66,0.01,715
1799,9.5,-2.18,1.02,-0.01,-0.02,0.0,-35.5,16.37,12.69,0.74,-0.14,-0.66,0.01,716
1800,9.5,-2.16,1.0,-0.01,-0.01,0.0,-35.5,16.0,12.69,0.74,-0.14,-0.66,0.01,717
1801,9.5,-2.1,1.01,-0.01,-0.01,0.0,-35.5,16.0,12.69,0.74,-0.14,-0.66,0.01,718
1802,9.53,-2.11,1.0,-0.01,-0.01,-0.0,-35.5,16.0,12.69,0.74,-0.14,-0.66,0.01,719
1803,9.53,-2.14,0.98,0.0,-0.02,0.0,-35.5,16.0,12.69,0.74,-0.14,-0.66,0.01,720
1804,9.49,-2.16,0.98,0.01,-0.02,0.01,-35.5,16.0,12.69,0.74,-0.14,-0.66,0.01,721
1805,9.49,-2.16,0.98,0.02,-0.01,0.01,-35.5,16.0,12.69,0.74,-0.14,-0.66,0.01,722
1806,9.49,-2.22,0.98,0.01,-0.01,0.01,-35.5,16.0,13.06,0.74,-0.14,-0.66,0.01,723
1807,9.51,-2.23,0.94,0.01,-0.01,0.01,-35.5,16.0,13.06,0.74,-0.14,-0.66,0.01,724
1808,9.52,-2.24,0.95,0.0,-0.0,0.01,-35.5,16.0,13.06,0.74,-0.14,-0.66,0.01,725
1809,9.52,-2.2,0.94,0.0,-0.0,0.01,-35.5,16.0,13.06,0.74,-0.14,-0.66,0.01,726
1810,9.51,-2.2,1.0,0.0,0.0,0.01,-35.5,16.0,13.06,0.74,-0.14,-0.66,0.01,727
1811,9.56,-2.23,1.02,0.0,0.0,0.0,-35.5,15.56,13.5,0.74,-0.14,-0.66,0.01,728
1812,9.53,-2.25,1.02,-0.01,0.0,0.0,-35.5,15.56,13.5,0.74,-0.14,-0.66,0.01,729
1813,9.52,-2.28,1.02,-0.03,0.0,0.0,-35.5,15.56,13.5,0.74,-0.14,-0.66,0.01,730
1814,9.49,-2.35,0.99,-0.03,0.0,0.0,-35.5,15.56,13.5,0.74,-0.14,-0.66,0.01,731
1815,9.5,-2.3,1.02,-0.05,0.01,0.0,-35.5,15.56,13.5,0.74,-0.14,-0.66,0.01,732
1816,9.53,-2.25,1.01,-0.06,0.01,0.0,-36.19,16.75,12.69,0.74,-0.14,-0.66,0.01,733
1817,9.51,-2.21,1.02,-0.06,0.01,-0.0,-36.19,16.75,12.69,0.74,-0.14,-0.66,0.01,734
1818,9.5,-2.18,1.02,-0.05,0.02,0.0,-36.19,16.75,12.69,0.74,-0.14,-0.66,0.01,735
1819,9.47,-2.16,1.01,-0.03,0.02,0.0,-36.19,16.75,12.69,0.74,-0.14,-0.66,0.01,736
1820,9.47,-2.14,1.02,-0.01,0.01,0.01,-35.88,15.56,13.06,0.74,-0.14,-0.66,0.01,737
1821,9.49,-2.16,1.03,-0.01,0.01,0.01,-35.88,15.56,13.06,0.74,-0.14,-0.66,0.01,738
1822,9.52,-2.12,1.02,-0.0,0.02,0.01,-35.88,15.56,13.06,0.74,-0.14,-0.66,0.01,739
1823,9.5,-2.18,1.01,0.01,0.02,0.01,-35.88,15.56,13.06,0.74,-0.14,-0.66,0.01,740
1824,9.47,-2.19,1.02,0.02,0.02,0.01,-35.88,15.56,13.06,0.74,-0.14,-0.66,0.01,741
1825,9.47,-2.19,1.02,0.03,0.02,0.01,-35.88,15.56,13.06,0.74,-0.14,-0.66,0.01,742
1826,9.49,-2.25,1.01,0.03,0.02,0.01,-35.88,16.37,12.69,0.74,-0.14,-0.66,0.01,743
1827,9.49,-2.25,1.01,0.02,0.02,0.01,-35.88,16.37,12.69,0.74,-0.14,-0.66,0.01,744
1828,9.49,-2.32,1.01,0.0,0.02,0.0,-35.88,16.37,12.69,0.74,-0.14,-0.66,0.01,745
1829,9.5,-2.28,1.02,-0.01,0.02,-0.0,-35.88,16.37,12.69,0.74,-0.14,-0.66,0.01,746
1830,9.51,-2.12,1.01,-0.01,0.02,-0.0,-35.88,16.37,12.69,0.74,-0.14,-0.66,0.01,747
1831,9.51,-2.14,0.98,0.01,0.01,0.0,-36.19,16.0,13.5,0.74,-0.14,-0.66,0.01,748
1832,9.52,-2.17,0.99,0.04,0.02,0.01,-36.19,16.0,13.5,0.74,-0.14,-0.66,0.01,749
1833,9.5,-2.28,1.01,0.04,0.02,0.01,-36.19,16.0,13.5,0.74,-0.14,-0.66,0.01,750
1834,9.49,-2.29,1.0,0.03,0.02,0.01,-36.19,16.0,13.5,0.74,-0.14,-0.66,0.01,751
1835,9.49,-2.26,1.01,0.02,0.02,0.0,-36.19,16.0,13.5,0.74,-0.14,-0.66,0.01,752
1836,9.51,-2.16,1.04,0.01,0.02,0.0,-35.88,16.75,14.25,0.74,-0.14,-0.66,0.01,753
1837,9.51,-2.2,1.05,0.02,0.02,0.0,-35.88,16.75,14.25,0.74,-0.14,-0.66,0.01,754
1838,9.51,-2.24,1.04,0.03,0.02,0.01,-35.88,16.75,14.25,0.74,-0.14,-0.66,0.01,755
1839,9.51,-2.24,1.04,0.03,0.02,0.01,-35.88,16.75,14.25,0.74,-0.14,-0.66,0.01,756
1840,9.46,-2.3,1.03,0.02,0.02,0.0,-35.88,16.75,14.25,0.74,-0.14,-0.66,0.01,757
1841,9.46,-2.3,1.03,0.02,0.02,0.0,-35.88,16.75,13.5,0.74,-0.14,-0.66,0.01,758
1842,9.51,-2.22,1.07,-0.01,0.03,0.0,-35.88,16.75,13.5,0.74,-0.14,-0.66,0.01,759
1843,9.51,-2.22,1.07,-0.01,0.03,0.0,-35.88,16.75,13.5,0.74,-0.14,-0.66,0.01,760
1844,9.45,-2.2,1.09,0.01,0.02,0.01,-35.88,16.75,13.5,0.74,-0.14,-0.66,0.01,761
1845,9.45,-2.18,1.1,0.01,0.02,0.01,-36.5,16.0,13.5,0.74,-0.14,-0.66,0.01,762
