Timestamp, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ, QuatW, QuatX, QuatY, QuatZ,TimeAligned
1930,9.63,-0.61,-0.65,-0.03,0.03,0.03,-32.88,8.69,18.06,0.68,0.0,-0.73,0.05,847
1931,9.68,-0.54,-0.86,-0.01,0.02,0.03,-32.88,8.69,18.06,0.68,0.0,-0.73,0.05,848
1932,9.77,-0.68,-0.82,0.02,0.01,0.04,-32.88,8.69,18.06,0.68,0.0,-0.73,0.05,849
1933,9.8,-0.76,-0.86,0.04,0.02,0.04,-32.88,8.69,18.06,0.68,0.0,-0.73,0.05,850
1934,9.79,-0.8,-0.81,0.05,0.01,0.04,-32.19,8.69,18.5,0.68,0.0,-0.73,0.05,851
1935,9.79,-0.8,-0.81,0.05,0.0,0.03,-32.19,8.69,18.5,0.68,0.0,-0.73,0.05,852
1936,9.8,-0.93,-0.66,0.03,-0.0,0.03,-32.19,8.69,18.5,0.68,0.0,-0.73,0.05,853
1937,9.8,-0.95,-0.61,-0.0,-0.0,0.03,-32.19,8.69,18.5,0.68,0.0,-0.73,0.05,854
1938,9.79,-0.94,-0.47,-0.02,0.01,0.03,-32.19,8.69,18.5,0.68,0.0,-0.73,0.05,855
1939,9.69,-0.85,-0.46,-0.03,0.01,0.03,-33.25,9.0,17.69,0.68,0.0,-0.73,0.05,856
1940,9.68,-0.78,-0.48,-0.05,-0.0,0.02,-33.25,9.0,17.69,0.68,0.0,-0.73,0.05,857
1941,9.7,-0.77,-0.48,-0.05,-0.01,0.02,-33.25,9.0,17.69,0.68,0.0,-0.73,0.05,858
1942,9.7,-0.77,-0.48,-0.03,-0.02,0.02,-33.25,9.0,17.69,0.68,0.0,-0.73,0.05,859
1943,9.78,-0.86,-0.5,-0.01,-0.02,0.01,-33.25,9.0,17.69,0.68,0.0,-0.73,0.05,860
1944,9.8,-0.89,-0.5,-0.0,-0.02,0.02,-33.69,9.0,17.69,0.68,0.0,-0.73,0.05,861
1945,9.83,-0.93,-0.5,-0.0,-0.02,0.02,-33.69,9.0,17.69,0.68,0.0,-0.73,0.05,862
1946,9.81,-0.9,-0.41,-0.01,-0.01,0.02,-33.69,9.0,17.69,0.68,0.0,-0.73,0.05,863
1947,9.76,-0.83,-0.43,-0.02,-0.0,0.02,-33.69,9.0,17.69,0.68,0.0,-0.73,0.05,864
1948,9.65,-0.74,-0.39,-0.03,-0.02,0.02,-33.69,9.0,17.69,0.68,0.0,-0.73,0.05,865
1949,9.7,-0.71,-0.49,-0.02,-0.02,0.02,-33.25,9.0,18.5,0.68,0.0,-0.73,0.05,866
1950,9.74,-0.67,-0.59,-0.01,-0.02,0.01,-33.25,9.0,18.5,0.68,0.0,-0.73,0.05,867
1951,9.76,-0.72,-0.55,-0.0,-0.0,0.01,-33.25,9.0,18.5,0.68,0.0,-0.73,0.05,868
1952,9.78,-0.73,-0.61,0.01,0.0,0.01,-33.25,9.0,18.5,0.68,0.0,-0.73,0.05,869
1953,9.74,-0.73,-0.64,0.02,0.0,-0.0,-33.25,9.0,18.5,0.68,0.0,-0.73,0.05,870
1954,9.72,-0.76,-0.66,0.01,-0.01,-0.0,-33.69,8.69,16.87,0.68,0.0,-0.73,0.05,871
1955,9.68,-0.79,-0.66,0.02,-0.02,0.0,-33.69,8.69,16.87,0.68,0.0,-0.73,0.05,872
1956,9.68,-0.85,-0.74,0.03,-0.01,0.01,-33.69,8.69,16.87,0.68,0.0,-0.73,0.05,873
1957,9.9,-0.93,-0.85,0.03,-0.01,0.01,-33.69,8.69,16.87,0.68,0.0,-0.73,0.05,874
1958,9.89,-0.99,-0.72,0.03,-0.0,0.01,-33.69,8.69,16.87,0.68,0.0,-0.73,0.05,875
1959,9.86,-0.94,-0.73,0.03,0.01,0.02,-33.25,9.69,18.87,0.68,0.0,-0.73,0.05,876
1960,9.86,-0.94,-0.73,0.0,0.01,0.02,-33.25,9.69,18.87,0.68,0.0,-0.73,0.05,877
1961,9.69,-0.78,-0.57,-0.02,-0.01,0.02,-33.25,9.69,18.87,0.68,0.0,-0.73,0.05,878
1962,9.65,-0.78,-0.49,-0.02,-0.01,0.01,-33.25,9.69,18.87,0.68,0.0,-0.73,0.05,879
1963,9.71,-0.75,-0.69,-0.01,-0.0,-0.01,-33.25,8.25,18.5,0.68,0.0,-0.73,0.05,880
1964,9.78,-0.78,-0.51,-0.01,-0.0,-0.01,-33.25,8.25,18.5,0.68,0.0,-0.73,0.05,881
1965,9.8,-0.8,-0.48,-0.01,0.01,-0.01,-33.25,8.25,18.5,0.68,0.0,-0.73,0.05,882
1966,9.79,-0.82,-0.48,-0.01,0.01,-0.0,-33.25,8.25,18.5,0.68,0.0,-0.73,0.05,883
1967,9.75,-0.87,-0.49,-0.01,0.01,0.0,-33.25,8.25,18.5,0.68,0.0,-0.73,0.05,884
1968,9.75,-0.87,-0.49,-0.0,-0.0,0.01,-33.25,8.25,18.5,0.68,0.0,-0.73,0.05,885
1969,9.73,-0.82,-0.64,0.01,-0.0,0.01,-32.19,9.0,18.87,0.68,0.0,-0.73,0.05,886
1970,9.74,-0.86,-0.6,0.0,0.0,0.0,-32.19,9.0,18.87,0.68,0.0,-0.73,0.05,887
1971,9.79,-0.79,-0.68,0.01,-0.01,0.0,-32.19,9.0,18.87,0.68,0.0,-0.73,0.05,888
1972,9.74,-0.77,-0.62,0.01,-0.01,0.01,-32.19,9.0,18.87,0.68,0.0,-0.73,0.05,889
1973,9.77,-0.72,-0.65,0.01,-0.0,0.0,-32.19,9.0,18.87,0.68,0.0,-0.73,0.05,890
1974,9.71,-0.7,-0.65,0.01,0.0,-0.0,-32.88,7.87,18.5,0.68,0.0,-0.73,0.05,891
1975,9.69,-0.73,-0.68,0.0,0.01,-0.01,-32.88,7.87,18.5,0.68,0.0,-0.73,0.05,892
1976,9.73,-0.73,-0.72,0.01,-0.0,-0.02,-32.88,7.87,18.5,0.68,0.0,-0.73,0.05,893
1977,9.76,-0.73,-0.68,0.01,-0.0,-0.02,-32.88,7.87,18.5,0.68,0.0,-0.73,0.05,894
1978,9.76,-0.8,-0.5,0.01,-0.0,-0.01,-32.88,7.87,18.5,0.68,0.0,-0.73,0.05,895
1979,9.85,-0.82,-0.68,0.01,0.0,-0.01,-33.25,9.0,18.06,0.68,0.0,-0.73,0.05,896
1980,9.85,-0.93,-0.54,0.0,0.02,-0.01,-33.25,9.0,18.06,0.68,0.0,-0.73,0.05,897
1981,9.85,-0.93,-0.54,0.0,0.02,0.01,-33.25,9.0,18.06,0.68,0.0,-0.73,0.05,898
1982,9.74,-0.95,-0.48,-0.01,0.01,0.01,-33.25,9.0,18.06,0.68,0.0,-0.73,0.05,899
1983,9.69,-0.87,-0.64,-0.02,0.0,0.01,-33.25,9.0,18.06,0.68,0.0,-0.73,0.05,900
1984,9.75,-0.8,-0.62,-0.03,0.01,0.01,-33.25,9.0,18.06,0.68,0.0,-0.73,0.05,901
1985,9.8,-0.69,-0.54,-0.03,0.01,0.01,-33.25,9.0,18.06,0.68,0.0,-0.73,0.05,902
1986,9.8,-0.7,-0.52,-0.03,0.02,0.01,-33.25,9.0,18.06,0.68,0.0,-0.73,0.05,903
1987,9.69,-0.84,-0.4,-0.02,0.01,-0.0,-33.25,9.0,18.06,0.68,0.0,-0.73,0.05,904
1988,9.69,-0.84,-0.4,-0.02,0.01,-0.0,-33.25,9.0,18.06,0.68,0.0,-0.73,0.05,905
1989,9.77,-0.85,-0.51,-0.03,0.0,-0.01,-32.19,9.0,18.06,0.68,-0.0,-0.73,0.05,906
1990,9.77,-0.85,-0.51,-0.03,0.0,-0.01,-32.19,9.0,18.06,0.68,-0.0,-0.73,0.05,907
1991,9.8,-0.86,-0.57,-0.02,-0.0,-0.01,-32.19,9.0,18.06,0.68,-0.0,-0.73,0.05,908
1992,9.71,-0.8,-0.46,-0.03,0.01,-0.0,-32.19,9.0,18.06,0.68,-0.0,-0.73,0.05,909
1993,9.78,-0.77,-0.62,-0.03,0.01,-0.0,-32.19,9.0,18.06,0.68,-0.0,-0.73,0.05,910
1994,9.75,-0.8,-0.58,-0.03,-0.0,0.01,-32.88,8.69,19.25,0.68,-0.0,-0.73,0.05,911
1995,9.76,-0.82,-0.6,-0.03,-0.0,0.01,-32.88,8.69,19.25,0.68,-0.0,-0.73,0.05,912
1996,9.78,-0.76,-0.69,-0.04,0.0,0.01,-32.88,8.69,19.25,0.68,-0.0,-0.73,0.05,913
1997,9.75,-0.83,-0.51,-0.04,-0.01,0.0,-32.88,8.69,19.25,0.68,-0.0,-0.73,0.05,914
1998,9.83,-0.78,-0.66,-0.03,-0.0,0.0,-32.88,8.69,19.25,0.68,-0.0,-0.73,0.05,915
1999,9.69,-0.82,-0.5,-0.03,-0.01,0.0,-32.88,9.38,18.5,0.68,-0.0,-0.73,0.05,916
2000,9.75,-0.81,-0.52,-0.03,-0.0,0.01,-32.88,9.38,18.5,0.68,-0.0,-0.73,0.05,917
2001,9.75,-0.81,-0.52,-0.03,-0.0,0.01,-32.88,9.38,18.5,0.68,-0.0,-0.73,0.05,918
2002,9.75,-0.77,-0.5,-0.03,0.01,0.01,-32.88,9.38,18.5,0.68,-0.0,-0.73,0.05,919
2003,9.75,-0.78,-0.4,-0.03,-0.0,0.01,-32.88,9.38,18.5,0.68,-0.0,-0.73,0.05,920
2004,9.82,-0.76,-0.58,-0.02,0.01,0.0,-33.69,9.38,18.5,0.68,-0.0,-0.73,0.05,921
2005,9.76,-0.8,-0.44,-0.01,0.0,-0.0,-33.69,9.38,18.5,0.68,-0.0,-0.73,0.05,922
2006,9.74,-0.75,-0.57,-0.02,0.01,-0.0,-33.69,9.38,18.5,0.68,-0.0,-0.73,0.05,923
2007,9.73,-0.75,-0.54,-0.03,0.0,-0.0,-33.69,9.38,18.5,0.68,-0.0,-0.73,0.05,924
2008,9.77,-0.72,-0.55,-0.02,0.0,-0.0,-33.69,9.38,18.5,0.68,-0.0,-0.73,0.05,925
2009,9.77,-0.72,-0.61,-0.01,0.0,0.0,-33.69,8.69,18.87,0.68,-0.0,-0.73,0.05,926
2010,9.72,-0.75,-0.58,-0.01,0.01,0.0,-33.69,8.69,18.87,0.68,-0.0,-0.73,0.05,927
2011,9.65,-0.73,-0.49,-0.01,0.02,0.0,-33.69,8.69,18.87,0.68,-0.0,-0.73,0.05,928
2012,9.76,-0.74,-0.68,-0.0,-0.0,0.0,-33.69,8.69,18.87,0.68,-0.0,-0.73,0.05,929
2013,9.75,-0.73,-0.64,-0.0,-0.0,0.0,-33.69,8.69,18.87,0.68,-0.0,-0.73,0.05,930
2014,9.73,-0.76,-0.61,0.0,0.0,-0.0,-33.25,9.0,18.06,0.68,-0.0,-0.73,0.05,931
2015,9.74,-0.79,-0.63,0.0,0.0,-0.0,-33.25,9.0,18.06,0.68,-0.0,-0.73,0.05,932
2016,9.76,-0.82,-0.68,-0.0,0.01,-0.0,-33.25,9.0,18.06,0.68,-0.0,-0.73,0.05,933
2017,9.79,-0.82,-0.69,-0.01,0.01,-0.0,-33.25,9.0,18.06,0.68,-0.0,-0.73,0.05,934
2018,9.79,-0.84,-0.68,-0.0,0.01,-0.0,-33.25,9.0,18.06,0.68,-0.0,-0.73,0.05,935
2019,9.8,-0.83,-0.6,-0.0,0.02,0.01,-32.88,8.69,18.06,0.68,-0.0,-0.73,0.05,936
2020,9.76,-0.78,-0.53,-0.02,0.03,0.01,-32.88,8.69,18.06,0.68,-0.0,-0.73,0.05,937
2021,9.81,-0.8,-0.53,-0.03,0.03,0.01,-32.88,8.69,18.06,0.68,-0.0,-0.73,0.05,938
2022,9.79,-0.87,-0.48,-0.02,0.01,0.01,-32.88,8.69,18.06,0.68,-0.0,-0.73,0.05,939
2023,9.75,-0.87,-0.54,-0.02,0.02,0.01,-32.88,8.69,18.06,0.68,-0.0,-0.73,0.05,940
2024,9.79,-0.9,-0.56,-0.02,0.01,0.0,-33.25,8.25,17.69,0.68,-0.0,-0.73,0.05,941
2025,9.8,-0.88,-0.58,-0.01,0.01,0.01,-33.25,8.25,17.69,0.68,-0.0,-0.73,0.05,942
2026,9.78,-0.83,-0.56,-0.02,0.02,0.01,-33.25,8.25,17.69,0.68,-0.0,-0.73,0.05,943
2027,9.72,-0.76,-0.47,-0.02,0.02,-0.0,-33.25,8.25,17.69,0.68,-0.0,-0.73,0.05,944
2028,9.75,-0.69,-0.45,-0.01,0.03,-0.0,-33.25,8.25,17.69,0.68,-0.0,-0.73,0.05,945
2029,9.74,-0.6,-0.4,-0.01,0.04,-0.01,-32.88,9.0,17.69,0.68,-0.0,-0.73,0.05,946
2030,9.73,-0.56,-0.46,-0.03,0.07,-0.02,-32.88,9.0,17.69,0.68,-0.0,-0.73,0.05,947
2031,9.78,-0.8,-0.54,-0.01,0.07,-0.03,-32.88,9.0,17.69,0.68,-0.0,-0.73,0.05,948
2032,9.78,-0.88,-0.58,0.02,0.08,-0.03,-32.88,9.0,17.69,0.68,-0.0,-0.73,0.05,949
2033,9.76,-0.91,-0.54,0.02,0.08,-0.03,-31.87,8.69,18.5,0.68,-0.0,-0.73,0.05,950
2034,9.74,-0.93,-0.5,0.01,0.07,-0.03,-31.87,8.69,18.5,0.68,-0.0,-0.73,0.05,951
2035,9.76,-0.92,-0.49,0.0,0.03,-0.02,-31.87,8.69,18.5,0.68,-0.0,-0.73,0.05,952
2036,9.75,-0.88,-0.54,0.0,0.03,-0.02,-31.87,8.69,18.5,0.68,-0.0,-0.73,0.05,953
2037,9.71,-0.84,-0.56,-0.0,0.02,-0.01,-31.87,8.69,18.5,0.68,-0.0,-0.73,0.05,954
2038,9.72,-0.77,-0.51,-0.0,0.02,-0.01,-31.87,8.69,18.5,0.68,-0.0,-0.73,0.05,955
2039,9.74,-0.74,-0.53,-0.01,0.02,-0.0,-33.25,8.25,18.5,0.68,-0.0,-0.73,0.05,956
2040,9.74,-0.73,-0.55,0.0,0.01,0.0,-33.25,8.25,18.5,0.68,-0.0,-0.73,0.05,957
2041,9.78,-0.71,-0.55,0.01,0.01,0.01,-33.25,8.25,18.5,0.68,-0.0,-0.73,0.05,958
2042,9.78,-0.71,-0.55,0.02,0.01,0.01,-33.25,8.25,18.5,0.68,-0.0,-0.73,0.05,959
2043,9.8,-0.8,-0.51,0.03,-0.0,0.01,-33.25,7.87,17.69,0.68,-0.0,-0.73,0.05,960
2044,9.8,-0.8,-0.51,0.03,-0.0,0.01,-33.25,7.87,17.69,0.68,-0.0,-0.73,0.05,961
2045,9.73,-0.78,-0.46,0.02,-0.0,0.0,-33.25,7.87,17.69,0.68,-0.0,-0.73,0.05,962
2046,9.73,-0.8,-0.47,0.02,-0.01,0.01,-33.25,7.87,17.69,0.68,-0.0,-0.73,0.05,963
2047,9.71,-0.81,-0.46,0.01,-0.0,0.01,-33.25,7.87,17.69,0.68,-0.0,-0.73,0.05,964
2048,9.82,-0.82,-0.5,0.0,0.01,0.01,-33.69,8.25,18.5,0.68,-0.0,-0.73,0.05,965
2049,9.84,-0.86,-0.48,-0.0,0.02,0.01,-33.69,8.25,18.5,0.68,-0.0,-0.73,0.05,966
2050,9.84,-0.83,-0.51,-0.01,0.02,0.01,-33.69,8.25,18.5,0.68,-0.0,-0.73,0.05,967
2051,9.72,-0.81,-0.41,-0.01,-0.0,0.0,-33.69,8.25,18.5,0.68,-0.0,-0.73,0.05,968
2052,9.7,-0.78,-0.43,-0.01,-0.0,0.0,-33.69,8.25,18.5,0.68,-0.0,-0.73,0.05,969
2053,9.72,-0.77,-0.42,-0.01,-0.01,0.01,-32.88,9.38,18.87,0.68,-0.0,-0.73,0.05,970
2054,9.74,-0.74,-0.44,-0.01,-0.01,0.01,-32.88,9.38,18.87,0.68,-0.0,-0.73,0.05,971
2055,9.71,-0.67,-0.43,-0.0,-0.0,0.0,-32.88,9.38,18.87,0.68,-0.0,-0.73,0.05,972
2056,9.66,-0.72,-0.29,0.0,0.01,0.0,-32.88,9.38,18.87,0.68,-0.0,-0.73,0.05,973
2057,9.79,-0.71,-0.53,-0.0,0.02,0.0,-32.88,9.38,18.87,0.68,-0.0,-0.73,0.05,974
2058,9.78,-0.87,-0.41,0.01,0.0,0.0,-33.69,9.38,17.69,0.68,-0.0,-0.73,0.05,975
2059,9.77,-0.88,-0.45,0.01,0.01,0.01,-33.69,9.38,17.69,0.68,-0.0,-0.73,0.05,976
2060,9.86,-0.84,-0.44,0.0,0.01,0.01,-33.69,9.38,17.69,0.68,-0.0,-0.73,0.05,977
2061,9.84,-0.85,-0.41,0.01,-0.0,0.0,-33.69,9.38,17.69,0.68,-0.0,-0.73,0.05,978
2062,9.72,-0.82,-0.37,0.01,-0.0,0.0,-33.69,9.38,17.69,0.68,-0.0,-0.73,0.05,979
2063,9.72,-0.81,-0.35,-0.0,0.0,0.01,-33.69,8.69,17.25,0.68,-0.0,-0.73,0.05,980
2064,9.68,-0.84,-0.29,-0.01,0.01,0.01,-33.69,8.69,17.25,0.68,-0.0,-0.73,0.05,981
2065,9.82,-0.77,-0.42,-0.01,0.01,0.0,-33.69,8.69,17.25,0.68,-0.0,-0.73,0.05,982
2066,9.78,-0.77,-0.37,-0.01,-0.0,0.0,-33.69,8.69,17.25,0.69,-0.0,-0.73,0.05,983
2067,9.82,-0.74,-0.56,-0.0,0.01,0.0,-33.69,8.69,17.25,0.69,-0.0,-0.73,0.05,984
2068,9.78,-0.75,-0.45,-0.01,0.01,0.0,-33.25,9.38,18.5,0.69,-0.0,-0.73,0.05,985
2069,9.76,-0.8,-0.41,-0.01,0.01,0.01,-33.25,9.38,18.5,0.69,-0.0,-0.73,0.05,986
2070,9.68,-0.83,-0.36,-0.01,0.01,0.0,-33.25,9.38,18.5,0.69,-0.0,-0.73,0.05,987
